Q10334928,13304-62-6
Q2603363,58-94-6
Q2590230,88-74-4
Q260286,160003-66-7
Q2598317,126-49-8
Q2607865,520-27-4
Q2601530,34444-01-4
Q258653,2196-62-5
Q2606553,504-79-0
Q2598923,496-12-8
Q2572355,592-87-0
Q2609815,95-50-1
Q2567125,1153-51-1
Q2580349,468-53-1
Q258799,5351-69-9
Q25717,341028-37-3
Q2575511,25265-77-4
Q2560163,57808-65-8
Q259311,7727-15-3
Q2598536,50984-88-8
Q2613101,496-15-1
Q259930,6990-06-3
Q2584366,13774-85-1
Q2592626,126213-50-1
Q2594205,61228-92-0
Q259997,7803-49-8
Q2581447,3286-46-2
Q2567203,1618-26-4
Q2579108,77-07-6
Q259464,53678-77-6
Q2593139,557-98-2
Q2569888,39133-31-8
Q25792,463-56-9
Q2631388,1083-09-6
Q2618789,14940-41-1
Q2623166,1303-52-2
Q2642646,99129-21-2
Q263713,129618-40-2
Q2620206,143003-46-7
Q2627834,13600-98-1
Q2635498,51050-95-4
Q2636110,35457-80-8
Q2643325,162241-33-0
Q2622916,62-67-9
Q2618250,106-87-6
Q2614358,7787-58-8
Q262270,3343-19-9
Q2640993,481629-87-2
Q2628269,25233-34-5
Q2623529,512-56-1
Q262613,1189805-46-6
Q2652757,10152-76-8
Q2649761,61093-23-0
Q2617768,7558-72-7
Q2627447,12058-85-4
Q264039,7187-62-4
Q2620039,542-84-7
Q263612,37640-71-4
Q2623398,27848-84-6
Q2649520,109-57-9
Q2616064,12012-35-0
Q2620381,9048-46-8
Q263958,90-82-4
Q2614677,13709-35-8
Q2647468,1332-65-6
Q2629234,17496-59-2
Q2629981,10380-28-6
Q265352,452-35-7
Q2614009,13701-70-7
Q2623251,84-96-8
Q2622702,13566-25-1
Q2615051,12070-14-3
Q2637746,114899-77-3
Q264552,527-07-1
Q2622907,2622-26-6
Q2615130,12232-99-4
Q2642073,1593-77-7
Q2616882,12024-10-1
Q2623215,3315-37-5
Q2647300,104074-25-1
Q2619187,800-73-7
Q2615291,120162-55-2
Q2651784,610-40-2
Q2631777,142-91-6
Q2648566,1724-39-6
Q2626625,1344-54-3
Q2630503,593-89-5
Q2631244,12013-82-0
Q2645434,1354634-10-8
Q2628525,261-31-4
Q2640914,317-66-8
Q2631392,15402-79-6
Q2645488,535-89-7
Q2616062,16919-58-7
Q2639429,1420-36-6
Q2629094,7789-25-5
Q264349,17497-85-7
Q2617645,13709-31-4
Q2631277,13840-33-0
Q2627616,10534-89-1
Q2619971,9001-90-5
Q2630492,598-14-1
Q2632721,4984-82-1
Q262610,166591-11-3
Q2622839,316-81-4
Q2619856,2935-44-6
Q2645019,192-97-2
Q2620576,68936-92-1
Q2634282,1302-82-5
Q2650256,83928-76-1
Q2630415,12026-06-1
Q2627730,10361-76-9
Q2617910,581-89-5
Q262602,59785-91-0
Q2640813,59259-38-0
Q2651741,142-03-0
Q2628977,13499-05-3
Q263676,67025-94-9
Q2649515,140681-55-6
Q2622539,133-32-4
Q262210,27523-40-6
Q2615924,10241-05-1
Q2615425,7783-71-3
Q263284,6818-37-7
Q2633879,124-43-6
Q2616053,10025-99-7
Q2645893,1068-22-0
Q2629377,997-55-7
Q2624260,12514-37-3
Q2639442,73023-76-4
Q26272,51-55-8
Q2653558,99-65-0
Q2614811,59122-55-3
Q2706345,622-45-7
Q2668442,99-09-2
Q2680313,10031-27-3
Q2653992,10031-23-9
Q268997,77-37-2
Q2680367,74507-62-3
Q2661932,479-33-4
Q2690247,2627-73-8
Q2701638,475-31-0
Q265978,138847-85-5
Q2667888,143-52-2
Q2669979,7784-09-0
Q2700587,474-67-9
Q2657230,12039-15-5
Q2667590,75-57-0
Q2704310,72025-60-6
Q2692857,2226-11-1
Q265831,521-35-7
Q2704449,71160-24-2
Q2702672,2040-73-5
Q2692437,483-78-3
Q2664750,506-80-9
Q2697833,213252-14-3
Q2705171,499-44-5
Q2681631,16941-11-0
Q2662393,20554-84-1
Q267669,96946-42-8
Q270162,148-24-3
Q2682869,933-78-8
Q2685750,7726-95-6
Q2706622,28319-77-9
Q2669545,13465-07-1
Q2692608,75920-32-0
Q2698440,10373-78-1
Q2688206,4075-07-4
Q2700125,5146-66-7
Q266210,78-00-2
Q267896,435-97-2
Q2700511,24909-91-9
Q2695590,1718-34-9
Q270154,88847-89-6
Q2672058,4786-20-3
Q2675470,13597-73-4
Q2676918,100-74-3
Q2689660,103-70-8
Q2692628,13760-83-3
Q2662185,787-70-2
Q26979,19022-77-6
Q2660286,7784-41-0
Q2701649,407-41-0
Q2675854,100-80-1
Q270174,80-47-7
Q2697579,107534-96-3
Q2705859,75715-89-8
Q2685527,203313-25-1
Q2689752,99529-31-4
Q2683107,13453-80-0
Q267813,72-48-0
Q2697560,108-99-6
Q2659931,81-24-3
Q2658632,7783-89-3
Q2680251,1689-89-0
Q2657418,3094-87-9
Q2677909,818-08-6
Q265407,7787-47-5
Q2697578,127-31-1
Q2707986,17735-94-3
Q2653981,6358-53-8
Q2705359,17673-25-5
Q2683759,431-89-0
Q2687174,26523-78-4
Q2664395,286834-85-3
Q2662662,77-19-0
Q265414,7786-30-3
Q266321,207844-01-7
Q2655737,17557-23-2
Q2662688,51-85-4
Q2699676,13058-04-3
Q2709086,206440-72-4
Q2708025,190079-18-6
Q2667749,6807-92-7
Q2683333,4437-85-8
Q2660535,1221743-01-6
Q2698110,3710-30-3
Q2667856,138-60-3
Q2699683,5421-46-5
Q2698748,7783-68-8
Q270157,607-35-2
Q2705066,1972-08-3
Q265940,210179-46-7
Q2694878,946-89-4
Q2660596,98-09-9
Q269111,41372-20-7
Q2706046,511-28-4
Q2693924,428-59-1
Q2705544,611-06-3
Q2677285,82558-50-7
Q2661846,7784-45-4
Q2701912,637-07-0
Q26963,57-83-0
Q2735617,594-61-6
Q2722912,13232-74-1
Q274980,10075-85-1
Q2760221,64318-79-2
Q2759348,68767-14-6
Q274133,23491-52-3
Q2737856,39236-46-9
Q2758601,16005-17-7
Q27335,98-00-0
Q2760354,84605-29-8
Q2738870,540-63-6
Q274972,1107-26-2
Q2723146,53164-05-9
Q2719319,13760-78-6
Q2742033,525-82-6
Q2718713,73873-87-7
Q2740966,697761-98-1
Q2715351,78-99-9
Q2739882,57-03-4
Q2740979,352-97-6
Q27506,12057-92-0
Q2740687,105-37-3
Q2735403,76-84-6
Q2760233,23694-81-7
Q2775914,70356-09-1
Q2750068,286-20-4
Q2759774,2470-73-7
Q274823,678-39-7
Q2718014,96-05-9
Q2746448,555-66-8
Q276735,20737-02-4
Q2734192,507-40-4
Q2736402,127-33-3
Q2732651,619294-47-2
Q2745755,96-27-5
Q2746995,96-50-4
Q2739953,82-86-0
Q2760181,21150-21-0
Q271980,80-05-7
Q2754907,14283-07-9
Q2759512,24143-17-7
Q2734627,2650-17-1
Q2768526,103-16-2
Q2777979,10048-13-2
Q27267,1730-25-2
Q275023,280-64-8
Q2754914,9012-09-3
Q2714755,263016-95-1
Q2754801,198017-16-2
Q2709182,2944-05-0
Q274515,56-75-7
Q2779034,78-34-2
Q2715091,263016-94-0
Q2739886,2793-06-8
Q2736135,191114-48-4
Q2726127,590-01-2
Q275926,28395-03-1
Q2723010,61-52-9
Q2718012,78587-05-0
Q2734874,70374-39-9
Q2717340,598-98-1
Q2758338,2809-21-4
Q2747560,563-80-4
Q2754775,116094-23-6
Q271943,78-79-5
Q2741198,119754-08-4
Q2749498,13780-06-8
Q277638,2616-64-0
Q2734674,38821-53-3
Q2733419,547-25-1
Q2735334,6735-59-7
Q2720011,543-49-7
Q273169,404-86-4
Q271643,9037-22-3
Q2710669,13768-11-1
Q2725546,1141-38-4
Q2730177,624-91-9
Q2739877,20290-75-9
Q2731762,61036-62-2
Q2742455,1032-65-1
Q2747851,538-23-8
Q2761982,133855-98-8
Q2757844,16037-91-5
Q2736126,153-61-7
Q2714546,27876-94-4
Q2756479,474-62-4
Q274959,7732-18-5
Q2736873,81403-80-7
Q277979,20594-83-6
Q2742490,1070-89-9
Q2741084,141-84-4
Q2717971,86479-06-3
Q2755412,8012-96-2
Q2720515,555-60-2
Q277785,107133-36-8
Q2712733,506-23-0
Q2743167,60200-06-8
Q2757969,133-51-7
Q274986,1499-10-1
Q2741362,964-26-1
Q2815980,583-48-2
Q2813818,871-83-0
Q2813761,16747-25-4
Q2816012,73507-01-4
Q2786152,3173-72-6
Q2813774,565-75-3
Q2815978,562-49-2
Q2805872,611-15-4
Q2813787,108-08-7
Q2798569,3041-16-5
Q2797009,1727-65-7
Q2806557,29118-24-9
Q2803418,88-73-3
Q279935,22816-60-0
Q2815998,5911-04-6
Q2813766,590-73-8
Q281547,14781-81-8
Q2813779,2213-23-2
Q2802973,872-36-6
Q2787491,101463-69-8
Q2793438,6790-58-5
Q2790082,76-83-5
Q2815992,484-78-6
Q2784004,51264-14-3
Q281419,7790-28-5
Q2816011,52896-91-0
Q2816677,589-53-7
Q2815977,563-16-6
Q2783951,2235-54-3
Q2801282,917-73-7
Q2816671,6001-14-5
Q2813809,151435-51-7
Q2813780,565-59-3
Q2795423,120-78-5
Q2813793,2216-30-0
Q2815997,712349-95-6
Q2813765,1071-26-7
Q2813778,1191-99-7
Q2782565,57224-50-7
Q2806548,76-12-0
Q2816010,1067-08-9
Q2813772,560-21-4
Q2816676,17301-94-9
Q2815976,4032-86-4
Q281082,389-08-2
Q2813785,589-43-5
Q2803610,4016-14-2
Q2816008,609-26-7
Q2806555,7049-17-4
Q2813798,592-13-2
Q2813117,87179-33-7
Q2813823,3221-61-2
Q2813777,584-94-1
Q2813830,3443-84-3
Q2806575,768-90-1
Q2813802,1708-29-8
Q279055,2551-62-4
Q2815990,2871-66-1
Q280786,63590-64-7
Q2816675,2216-34-4
Q2815988,100-83-4
Q2816007,99-61-6
Q2792203,107-41-5
Q2802451,12075-68-2
Q2813769,3074-71-3
Q2788153,126-75-0
Q2804043,22560-16-3
Q2816001,6247-62-7
Q2784534,15302-16-6
Q2813763,3522-94-9
Q2816661,38775-22-3
Q2814414,871-31-8
Q2783854,37332-99-3
Q2795787,71626-11-4
Q2815334,577-11-7
Q2816006,589-81-1
Q2813796,1072-05-5
Q279504,84057-95-4
Q2813768,590-35-2
Q2791176,291-91-8
Q2813821,6712-02-3
Q2806566,637-88-7
Q278387,7758-87-4
Q2815981,926-82-9
Q2787672,466-90-0
Q2816000,2216-33-3
Q2813762,564-02-3
Q2816666,1068-19-5
Q2816013,619-99-8
Q2816679,555-16-8
Q2815979,922-28-1
Q278809,5989-27-5
Q2800151,51-14-9
Q278972,253446-15-0
Q2806929,67910-12-7
Q2813782,2008-39-1
Q278332,109-99-9
Q2806593,506-51-4
Q2813820,6712-01-2
Q28128,57982-78-2
Q2817908,6665-83-4
Q2823220,503-66-2
Q2823318,529-64-6
Q2823233,4872-34-8
Q2822213,480-44-4
Q2823246,5204-87-5
Q2823218,10191-25-0
Q2823259,3625-52-3
Q2823312,89987-06-4
Q2823824,107-29-9
Q2823325,4363-44-4
Q2823212,144-90-1
Q2817093,18826-29-4
Q2823281,22002-87-5
Q2823225,5698-52-2
Q2817103,25635-88-5
Q2823304,17004-51-2
Q2823232,6960-30-1
Q2823829,58430-94-7
Q2823204,542-32-5
Q2823245,53445-96-8
Q2823217,759-05-7
Q2817110,13018-54-7
Q2823286,1114-41-6
Q2823324,923-37-5
Q2817108,521-17-5
Q2823211,831-51-6
Q2823199,562-43-6
Q2823280,180064-38-4
Q2823252,2381-08-0
Q2823224,156-39-8
Q2823293,463-78-5
Q2823265,38232-01-8
Q2817102,3031-94-5
Q2823209,6236-08-4
Q2823316,10380-08-2
Q2823231,74581-83-2
Q2823203,150994-59-5
Q2823272,124351-85-5
Q2823216,99-06-9
Q2823257,560-27-0
Q2823229,2311-81-1
Q2823310,79-42-5
Q2823298,13465-41-3
Q2817107,15869-85-9
Q2823198,54397-83-0
Q2817270,103883-03-0
Q2823251,38232-05-2
Q2823223,155-54-4
Q2823292,63132-39-8
Q2823236,19240-42-7
Q2823208,118-91-2
Q2823277,506-21-8
Q2823302,16833-54-8
Q2823315,38232-03-0
Q2823230,70608-72-9
Q2823202,4548-99-6
Q2823271,1113-60-6
Q2823215,2068-83-9
Q2823284,644-62-2
Q2823256,54826-91-4
Q2823228,7444-29-3
Q2823297,18427-44-6
Q2818195,143982-69-8
Q2823821,13461-01-3
Q2823834,71-58-9
Q2823307,116869-55-7
Q2823250,498-40-8
Q282316,74698-46-7
Q2823222,556-08-1
Q2823819,77-46-3
Q2823263,628-48-8
Q2823207,3184-35-8
Q2823276,28872-28-8
Q2823301,118-76-3
Q2823289,473-90-5
Q2823201,16597-58-3
Q282003,58-89-9
Q2823270,6205-14-7
Q2823242,544-73-0
Q2823214,10237-77-1
Q2823283,1984-15-2
Q2823255,813-78-5
Q2823227,62-23-7
Q2823321,38232-04-1
Q2823196,2906-39-0
Q2823221,2905-86-4
Q2823290,75-93-4
Q2823262,816-90-0
Q2823234,551-16-6
Q2817903,25343-57-1
Q2823219,5746-90-7
Q2823313,99-14-9
Q2823200,303-38-8
Q2823213,548-93-6
Q2823226,98-73-7
Q2823295,114-04-5
Q2823267,4299-38-1
Q2823320,542-47-2
Q2823832,112-06-1
Q284367,7512-17-6
Q2875340,26198-65-2
Q2855757,53283-19-5
Q287629,759-73-9
Q28775,53-84-9
Q28747,53-59-8
Q2858303,55167-29-8
Q2858011,474103-25-8
Q285878,104-15-4
Q285903,865-47-4
Q2881147,85769-39-7
Q288236,636-58-8
Q2825485,1053-73-2
Q2879363,491-67-8
Q288208,13952-84-6
Q2875204,4648-54-8
Q2847602,57018-52-7
Q283917,75-12-7
Q287728,6163-66-2
Q288051,17406-45-0
Q2846011,9046-56-4
Q28746,146-14-5
Q283,7732-18-5
Q2850134,5230-87-5
Q285657,540-88-5
Q2824457,68130-14-3
Q287029,4759-48-2
Q2834949,82352-00-9
Q2879368,21967-41-9
Q2875086,529-51-1
Q287415,81-25-4
Q283033,5743-27-1
Q283711,96-91-3
Q2825484,30632-11-2
Q284757,54739-30-9
Q282440,120-80-9
Q2868667,3337-71-1
Q283499,868-18-8
Q2838375,643-10-7
Q286192,128-09-6
Q284209,532-27-4
Q2852723,191-26-4
Q2866762,6027-43-6
Q286064,10031-43-3
Q285835,31022-50-1
Q287775,369-07-3
Q2864430,119-96-0
Q2846975,24887-75-0
Q286975,146998-34-7
Q284549,7681-57-4
Q284963,60676-90-6
Q284072,99-87-6
Q288119,4320-30-3
Q288188,75-64-9
Q288339,541-41-3
Q286939,128-08-5
Q287582,30931-67-0
Q282629,865-21-4
Q2858300,26544-34-3
Q282902,465-65-6
Q284996,937-14-4
Q285790,75-65-0
Q287787,694-59-7
Q287840,14698-29-4
Q285621,98-59-9
Q2882202,14548-85-7
Q2870929,74469-00-4
Q286846,102625-70-7
Q2883370,13089-99-1
Q2835874,107-85-7
Q2869808,731772-50-2
Q2849857,523-50-2
Q2878140,50972-17-3
Q286326,75-91-2
Q288266,7487-88-9
Q2849892,7143-01-3
Q287745,594-19-4
Q283435,470-55-3
Q284201,96-41-3
Q2862043,529-08-8
Q286126,610-88-8
Q2855604,473798-59-3
Q2843568,410074-73-6
Q284918,7783-72-4
Q284321,61-68-7
Q2858304,578-74-5
Q288104,502-44-3
Q285687,2835-81-6
Q283427,10026-13-8
Q284959,150-13-0
Q2862455,150-76-5
Q2823840,99-15-0
Q2873270,330784-47-9
Q285640,616-45-5
Q2876225,2051-30-1
Q286281,3618-43-7
Q286793,10605-09-1
Q285594,119168-77-3
Q285911,630-60-4
Q286112,6640-24-0
Q289292,13783-08-9
Q29588,12021-58-8
Q2947331,20562-03-2
Q291271,61-78-9
Q292982,9041-92-3
Q2920456,127943-53-7
Q2928285,41483-43-6
Q2964147,22986-54-5
Q2937964,786-19-6
Q2928948,67085-13-6
Q2908011,537-42-8
Q2937977,12070-09-6
Q2896784,140-28-3
Q2919470,14332-28-6
Q290001,21187-98-4
Q2893824,134108-16-0
Q288927,320-77-4
Q2926032,7789-67-5
Q2974480,69-22-7
Q289496,4630-07-3
Q290862,100-63-0
Q2930096,16676-91-8
Q2964133,133-16-4
Q288407,17627-44-0
Q288988,90-19-7
Q2926024,33689-81-5
Q2907272,21500-98-1
Q2964394,80373-86-0
Q288806,103-65-1
Q288875,6284-40-8
Q2906149,112726-66-6
Q2912604,69327-76-0
Q28917,100-42-5
Q2964153,67-48-1
Q2926003,314-40-9
Q2937970,21324-39-0
Q288782,499-12-7
Q2896790,553-54-8
Q29417,302-79-4
Q2924764,913611-97-9
Q2902977,202189-78-4
Q289866,138-55-6
Q2930105,21150-22-1
Q2968854,100-79-8
Q2929006,2140-48-9
Q2972823,76109-04-1
Q2943815,52152-93-9
Q29145,7758-29-4
Q2888695,55242-55-2
Q2972710,118-10-5
Q2912823,9028-67-5
Q29004,12184-88-2
Q290452,2275-23-2
Q296363,21351-79-1
Q2920205,99-48-9
Q2964078,791-35-5
Q2943515,3648-21-3
Q2896787,238-84-6
Q2930104,4299-56-3
Q292393,128-53-0
Q2943789,55981-09-4
Q2934355,28940-11-6
Q29310,1508-75-4
Q2943814,84957-29-9
Q2956475,101-90-6
Q2961728,501-19-9
Q2928817,106-27-4
Q2917126,109581-73-9
Q2919537,420794-05-0
Q2901351,2435-85-0
Q2940145,5942-95-0
Q2889652,17780-72-2
Q2914590,1338-23-4
Q2954819,34590-94-8
Q29428,89565-68-4
Q2926021,18181-80-1
Q297361,3687-46-5
Q29397,7791-20-0
Q2925959,111872-58-3
Q2937681,486-17-9
Q290992,34284-75-8
Q2896809,102185-37-5
Q2928816,2639-63-6
Q2938837,839712-12-8
Q2896793,195-19-7
Q289372,4103-17-7
Q2913270,278-06-8
Q2901642,15686-33-6
Q2964135,1445-76-7
Q2889971,91-33-8
Q2974313,576-63-6
Q2964148,1982-47-4
Q296694,7647-17-8
Q2887599,189827-04-1
Q2939557,3033-77-0
Q2904581,10416-59-8
Q2912342,115103-15-6
Q2972826,94593-91-6
Q291377,86-28-2
Q2967432,491-71-4
Q3026498,18099-45-1
Q3009981,64217-62-5
Q300850,928-96-1
Q300989,59-92-7
Q3009646,54397-85-2
Q3027883,18422-83-8
Q3024044,72059-45-1
Q2979523,132907-72-3
Q3030100,107-39-1
Q2983938,10031-24-0
Q3026530,117-80-6
Q2985253,1315-05-5
Q3008567,16165-40-5
Q3028191,55290-64-7
Q3028468,165252-70-0
Q3027890,5700-49-2
Q3028201,87674-68-8
Q3028867,12185-09-0
Q2988108,95-47-6
Q3011604,1195765-45-7
Q2983041,1303-34-0
Q3029787,19473-49-5
Q2983581,1314-12-1
Q297592,111-14-8
Q302247,13920-14-4
Q3028874,525-06-4
Q3028221,1314-64-3
Q3024527,13684-56-5
Q3025842,9035-69-2
Q3028190,34205-21-5
Q2984452,10170-69-1
Q3023727,684-93-5
Q3008466,76719-54-5
Q3010545,282526-98-1
Q3026455,623-73-4
Q2991005,7791-23-3
Q3008033,3546-03-0
Q3010558,4120-02-9
Q3030785,494-41-7
Q2976906,587-04-2
Q3023527,488-59-5
Q3007886,454-14-8
Q2982809,62792-24-9
Q3008693,143545-90-8
Q3028845,51799-36-1
Q3008637,400882-07-7
Q3030764,156497-23-3
Q3026500,12007-36-2
Q302865,59-50-7
Q3009984,61622-34-2
Q3011024,643-12-9
Q2996215,508-75-8
Q3026674,98570-53-7
Q3008073,7677-24-9
Q2982798,20205-91-8
Q3008585,462-88-4
Q3026533,97-17-6
Q3008902,121552-61-2
Q3027899,188-94-3
Q302204,51276-47-2
Q3009643,86147-04-8
Q3027717,119446-68-3
Q2974642,17369-59-4
Q3027880,3884-47-7
Q2991856,144-11-6
Q3027893,1333-74-0
Q2985790,12137-20-1
Q2983863,22441-45-8
Q2998866,119785-99-8
Q3011371,77182-82-2
Q3027878,3570-69-2
Q300852,80-56-8
Q3003746,25249-54-1
Q3024532,1014-69-3
Q3027844,17459-92-6
Q3027885,696-04-8
Q3008556,3617-57-0
Q3027716,689-99-6
Q3012920,207740-15-6
Q2990492,35880-54-7
Q2983921,1314-97-2
Q3026266,489-84-9
Q3027892,17336-52-6
Q2975866,217-59-4
Q3007584,135-20-6
Q3028850,51799-35-0
Q2983762,4021-34-5
Q3011490,15827-60-8
Q3028807,64670-94-6
Q2985533,590-67-0
Q300902,51805-45-9
Q3025599,3239-44-9
Q3014225,159277-08-4
Q2983022,5892-10-4
Q3024529,313-04-2
Q300928,127-91-3
Q302171,13457-18-6
Q3008606,101205-02-1
Q3014232,61638-09-3
Q3029913,61969-73-1
Q3035351,552-74-9
Q303961,365-08-2
Q3062931,1154-78-5
Q3048301,264-54-0
Q3066714,6008-91-9
Q306338,103-30-0
Q3047670,1194508-25-2
Q3067967,554-18-7
Q306140,328-50-7
Q3047391,13074-08-3
Q3068413,72479-26-6
Q304088,152-72-7
Q306166,6674-22-2
Q306565,538-75-0
Q3056707,20869-95-8
Q3034003,134029-48-4
Q3045264,29975-16-4
Q304581,555-45-3
Q303646,466-99-9
Q3049725,121-19-7
Q3047647,4732-76-7
Q3069155,503-80-0
Q3044728,1617-55-6
Q3066713,3131-84-8
Q305345,71751-41-2
Q307423,140-46-5
Q3042079,94-93-9
Q3050386,483-18-1
Q3069482,19036-73-8
Q3048282,7803-58-9
Q3052031,1596-67-4
Q3042431,595-03-9
Q3040325,2646-35-7
Q3044968,32157-29-2
Q3050158,624-54-4
Q305004,156-54-7
Q3048694,100-65-2
Q3066718,2163-80-6
Q3033497,661-19-8
Q3073308,65618-21-5
Q303824,947-42-2
Q305472,1277-47-0
Q3056700,13101-54-7
Q3038432,3397-23-7
Q3055376,78473-71-9
Q3068332,114369-43-6
Q3072948,134-01-0
Q30536,104-98-3
Q3044982,1066-54-2
Q3045001,534-46-3
Q306051,50-32-8
Q305364,110-02-1
Q3060385,22368-21-4
Q3045262,488-38-0
Q3066717,144-21-8
Q3074506,3889-75-6
Q3040723,21150-23-2
Q3036425,33708-72-4
Q3059923,544-13-8
Q3058018,305-01-1
Q304285,4394-00-7
Q3045881,1429-50-1
Q3074500,42835-25-6
Q303472,10049-08-8
Q3074488,957-56-2
Q3045687,497-03-0
Q3065082,593-78-2
Q304850,1493-13-6
Q3045367,86347-15-1
Q307434,979-92-0
Q3057837,39201-82-6
Q307070,3001-72-7
Q306135,7235-40-7
Q3032700,2227-17-0
Q304330,136470-78-5
Q3048749,616-68-2
Q3050376,437-64-9
Q305555,183552-38-7
Q306946,7087-68-5
Q3068402,74738-17-3
Q3055459,68986-76-5
Q3063295,1186012-80-5
Q3063113,13598-56-6
Q3066403,6244-91-3
Q3065731,66-72-8
Q307088,143653-53-6
Q304570,4008-48-4
Q3073725,65350-86-9
Q3055852,21705-02-2
Q3042400,15365-14-7
Q303489,304-59-6
Q3058085,61337-87-9
Q30582,17340-16-8
Q303169,992-67-6
Q304782,36637-18-0
Q3049122,61790-14-5
Q306540,9000-90-2
Q3073325,527-95-7
Q3055452,520-32-1
Q3036428,489-35-0
Q3119689,15123-47-4
Q3080860,20311-78-8
Q3121121,361442-04-8
Q3100866,25954-44-3
Q310919,107-95-9
Q3077501,566-48-3
Q3109289,3789-97-7
Q3074557,88485-37-4
Q309528,120-71-8
Q3082858,2255-14-3
Q3077150,749-02-0
Q3136310,72459-58-6
Q3074510,33689-80-4
Q31153,13450-90-3
Q3092716,24276-84-4
Q311695,95-53-4
Q308976,112926-00-8
Q3114549,94-78-0
Q3117895,2111-75-3
Q3120938,2032-59-9
Q309328,3811-04-9
Q3077242,66-27-3
Q3109306,6712-05-6
Q3080279,882-09-7
Q3109347,40957-83-3
Q3116775,491-54-3
Q3121632,468-10-0
Q3077500,112-23-2
Q3123708,24034-73-9
Q311926,5518-77-4
Q309527,370-98-9
Q3132238,997-68-2
Q3119221,106-36-5
Q3130053,36703-88-5
Q309747,148-53-8
Q3109339,10074-18-7
Q308875,61-49-4
Q3082378,79-05-0
Q3116746,552-54-5
Q313120,1345-19-3
Q3131185,504-74-5
Q3077512,16984-59-1
Q3135043,106-70-7
Q3092689,93-72-1
Q3132209,523-98-8
Q3090510,13074-06-1
Q312205,940-69-2
Q3077133,163451-81-8
Q3083814,245126-95-8
Q307455,4289-98-9
Q3108899,29094-61-9
Q309533,1113-83-3
Q3077504,629-33-4
Q3116732,71761-06-3
Q312240,108-39-4
Q3120751,4363-38-6
Q310473,121-69-7
Q310709,70-11-1
Q31030,526-36-3
Q310957,142-82-5
Q312266,458-37-7
Q312125,2224-02-4
Q3131169,12025-39-7
Q309660,137-16-6
Q3122143,33817-20-8
Q3109309,68462-55-5
Q3124290,509-67-1
Q3074520,13637-84-8
Q3082228,7782-94-7
Q3109058,12007-60-2
Q307661,5817-08-3
Q309033,628-86-4
Q3122721,36518-11-3
Q3080967,13453-69-5
Q3074512,353-36-6
Q3109285,527-09-3
Q312708,95-48-7
Q311923,122290-50-0
Q311992,3040-38-8
Q310828,131-48-6
Q309038,7727-43-7
Q3116723,490-83-5
Q3088229,134774-45-1
Q312244,100-66-3
Q3085140,113-18-8
Q312229,1200-22-2
Q3133620,25448-39-9
Q3079150,14050-66-9
Q3077515,638-49-3
Q3094785,65-29-2
Q3083725,9010-72-4
Q3109315,1121-89-7
Q307532,1553-55-5
Q312251,106-44-5
Q3110035,497-48-3
Q3116769,10124-56-8
Q3102438,554-00-7
Q312208,7277-98-7
Q309536,298-06-6
Q309897,5147-00-2
Q32693,22224-92-6
Q3270847,75-84-3
Q3217922,53472-37-0
Q3270235,1634-78-2
Q3155510,25522-96-7
Q32703,124-68-5
Q3155636,38953-85-4
Q3267092,113806-05-6
Q3267064,3964-18-9
Q3155592,4261-42-1
Q3271014,14878-31-0
Q3271319,4449-51-8
Q3232732,18283-93-7
Q3268342,11120-25-5
Q3154058,77679-27-7
Q3180288,1088-11-5
Q3180495,213-46-7
Q326224,64-86-8
Q3270519,1310-61-8
Q3269940,7783-42-8
Q3179283,2140-29-6
Q3234708,108-38-3
Q3180100,77439-76-0
Q3243737,12526-08-8
Q3154065,535974-91-5
Q3237097,20408-92-8
Q3269574,555-31-7
Q3270746,123-68-2
Q3266683,16290-07-6
Q321068,514-10-3
Q3265801,2591-17-5
Q3137150,1429-30-7
Q3234577,7696-12-0
Q3271346,1304-54-7
Q3194310,500-64-1
Q3244815,645-49-8
Q3268119,3766-81-2
Q3151081,143011-72-7
Q3138539,300-84-5
Q3215901,150436-68-3
Q3270405,992-04-1
Q3266675,104-87-0
Q3266534,154-17-6
Q318369,61-19-8
Q3143635,9067-32-7
Q3268860,594-09-2
Q3269240,107-32-4
Q3209146,110-93-0
Q3143689,7803-57-8
Q3245422,13827-32-2
Q3156953,1268524-70-4
Q3239166,57542-85-5
Q319541,120-72-9
Q324628,79-10-7
Q3231623,92665-29-7
Q3242316,551-15-5
Q3155582,34301-55-8
Q3150365,2181-75-1
Q3238432,17455-13-9
Q3237095,520-17-2
Q3183847,51022-74-3
Q3181449,292-46-6
Q3178745,13454-84-7
Q3221044,55-63-0
Q3205874,551-72-4
Q320617,1390-65-4
Q3144605,24851-98-7
Q32089,53123-88-9
Q3214022,3010-96-6
Q3177745,116-38-1
Q321431,154229-19-3
Q3180669,500-44-7
Q3147909,149920-56-9
Q3266724,921-60-8
Q3218465,80-99-9
Q3151476,20298-95-7
Q3270244,3909-12-4
Q3258910,193275-84-2
Q3266872,7188-38-7
Q321285,303-98-0
Q314036,7446-70-0
Q3181207,12033-83-9
Q3267971,3688-53-7
Q3139901,446-71-9
Q3154067,33689-82-6
Q3268157,1344-81-6
Q3268003,24897-98-1
Q3221490,468-51-9
Q3268750,34970-69-9
Q3270569,76738-62-0
Q3179543,3463-92-1
Q3234481,13460-50-9
Q3138530,2149-82-8
Q3155537,961-29-5
Q3246537,203-12-3
Q3270742,60857-08-1
